,year,id_,marital,agewed,divorce,hapmar,zodiac,ballot
24361,1989,1006,Married,21,YES,VERY HAPPY,Cancer,Ballot b
24363,1989,1008,Married,23,NO,NOT TOO HAPPY,Taurus,Ballot c
24364,1989,1009,Married,19,NO,VERY HAPPY,Taurus,Ballot a
24365,1989,1010,Married,22,NO,PRETTY HAPPY,Sagittarius,Ballot c
24367,1989,1012,Married,18,NO,PRETTY HAPPY,Gemini,Ballot b
24368,1989,1013,Married,19,YES,VERY HAPPY,Libra,Ballot a
24369,1989,1014,Married,24,YES,VERY HAPPY,Aries,Ballot c
24370,1989,1015,Married,15,NO,PRETTY HAPPY,Virgo,Ballot b
24373,1989,1018,Married,17,YES,PRETTY HAPPY,Gemini,Ballot c
24375,1989,1020,Married,42,NO,PRETTY HAPPY,Scorpio,Ballot a
24376,1989,1021,Married,21,YES,VERY HAPPY,Taurus,Ballot c
24379,1989,1024,Married,21,NO,VERY HAPPY,Gemini,Ballot c
24380,1989,1025,Married,20,YES,VERY HAPPY,Leo,Ballot a
24383,1989,1028,Married,25,YES,NOT TOO HAPPY,Sagittarius,Ballot a
24385,1989,1030,Married,20,YES,VERY HAPPY,Leo,Ballot a
24386,1989,1031,Married,23,NO,PRETTY HAPPY,Scorpio,Ballot a
24388,1989,1033,Married,22,NO,VERY HAPPY,Leo,Ballot a
24389,1989,1034,Married,23,YES,PRETTY HAPPY,Taurus,Ballot b
24390,1989,1035,Married,19,YES,VERY HAPPY,Leo,Ballot c
24391,1989,1036,Married,22,NO,VERY HAPPY,Leo,Ballot b
24392,1989,1037,Married,19,NO,PRETTY HAPPY,Aquarius,Ballot b
24394,1989,1039,Married,20,NO,PRETTY HAPPY,Taurus,Ballot c
24395,1989,1040,Married,18,NO,VERY HAPPY,Libra,Ballot a
24396,1989,1041,Married,20,YES,VERY HAPPY,Gemini,Ballot c
24397,1989,1042,Married,29,YES,VERY HAPPY,Virgo,Ballot a
24398,1989,1043,Married,18,NO,VERY HAPPY,Gemini,Ballot c
24399,1989,1044,Married,22,NO,PRETTY HAPPY,Sagittarius,Ballot b
24400,1989,1045,Married,21,NO,VERY HAPPY,Aquarius,Ballot a
24401,1989,1046,Married,22,NO,PRETTY HAPPY,Pisces,Ballot c
24402,1989,1047,Married,22,YES,VERY HAPPY,Gemini,Ballot c
24403,1989,1048,Married,24,NO,PRETTY HAPPY,Libra,Ballot b
24405,1989,1050,Married,19,NO,VERY HAPPY,Pisces,Ballot b
24406,1989,1051,Married,20,NO,PRETTY HAPPY,Taurus,Ballot c
24409,1989,1054,Married,26,NO,PRETTY HAPPY,Pisces,Ballot a
24410,1989,1055,Married,21,NO,VERY HAPPY,Capricorn,Ballot c
24413,1989,1058,Married,27,NO,PRETTY HAPPY,Sagittarius,Ballot a
24415,1989,1060,Married,23,NO,VERY HAPPY,Cancer,Ballot c
24416,1989,1061,Married,30,NO,PRETTY HAPPY,Capricorn,Ballot c
24417,1989,1062,Married,19,NO,VERY HAPPY,Libra,Ballot b
24418,1989,1063,Married,25,NO,VERY HAPPY,Libra,Ballot b
24419,1989,1064,Married,20,NO,VERY HAPPY,Capricorn,Ballot b
24421,1989,1066,Married,20,NO,VERY HAPPY,Taurus,Ballot c
24426,1989,1071,Married,30,NO,PRETTY HAPPY,Gemini,Ballot a
24429,1989,1074,Married,20,NO,PRETTY HAPPY,Scorpio,Ballot a
24430,1989,1075,Married,18,NO,VERY HAPPY,Aries,Ballot a
24431,1989,1076,Married,17,NO,VERY HAPPY,Taurus,Ballot c
24432,1989,1077,Married,22,NO,PRETTY HAPPY,Aries,Ballot a
24433,1989,1078,Married,21,NO,PRETTY HAPPY,Virgo,Ballot b
24434,1989,1079,Married,21,NO,PRETTY HAPPY,Cancer,Ballot c
24436,1989,1081,Married,19,NO,PRETTY HAPPY,Scorpio,Ballot a
24438,1989,1083,Married,20,NO,VERY HAPPY,Pisces,Ballot a
24439,1989,1084,Married,24,NO,PRETTY HAPPY,Virgo,Ballot b
24440,1989,1085,Married,18,NO,VERY HAPPY,Virgo,Ballot c
24441,1989,1086,Married,24,NO,VERY HAPPY,Taurus,Ballot b
24442,1989,1087,Married,19,NO,VERY HAPPY,Scorpio,Ballot a
24444,1989,1089,Married,20,NO,PRETTY HAPPY,Scorpio,Ballot b
24445,1989,1090,Married,19,NO,PRETTY HAPPY,Sagittarius,Ballot c
24446,1989,1091,Married,24,NO,PRETTY HAPPY,Leo,Ballot a
24447,1989,1092,Married,17,NO,PRETTY HAPPY,Aries,Ballot c
24448,1989,1093,Married,22,NO,VERY HAPPY,Libra,Ballot b
24449,1989,1094,Married,18,NO,PRETTY HAPPY,Pisces,Ballot a
24450,1989,1095,Married,22,NO,VERY HAPPY,Libra,Ballot a
24451,1989,1096,Married,21,NO,VERY HAPPY,Pisces,Ballot c
24452,1989,1097,Married,18,NO,NOT TOO HAPPY,Gemini,Ballot a
24453,1989,1098,Married,32,NO,VERY HAPPY,Sagittarius,Ballot b
24455,1989,1100,Married,22,NO,VERY HAPPY,Capricorn,Ballot c
24456,1989,1101,Married,18,NO,VERY HAPPY,Aries,Ballot b
24457,1989,1102,Married,27,NO,PRETTY HAPPY,Scorpio,Ballot c
24458,1989,1103,Married,27,NO,VERY HAPPY,Cancer,Ballot b
24461,1989,1106,Married,25,NO,PRETTY HAPPY,Pisces,Ballot b
24462,1989,1107,Married,30,NO,VERY HAPPY,Cancer,Ballot b
24464,1989,1109,Married,26,NO,PRETTY HAPPY,Aries,Ballot a
24465,1989,1110,Married,21,NO,VERY HAPPY,Leo,Ballot c
24466,1989,1111,Married,21,NO,VERY HAPPY,Cancer,Ballot a
24469,1989,1114,Married,25,YES,VERY HAPPY,Capricorn,Ballot b
24471,1989,1116,Married,26,NO,VERY HAPPY,Leo,Ballot c
24473,1989,1118,Married,18,NO,PRETTY HAPPY,Sagittarius,Ballot b
24474,1989,1119,Married,21,YES,NOT TOO HAPPY,Aquarius,Ballot b
24475,1989,1120,Married,22,NO,VERY HAPPY,Capricorn,Ballot a
24476,1989,1121,Married,17,NO,VERY HAPPY,Virgo,Ballot a
24478,1989,1123,Married,19,NO,VERY HAPPY,Gemini,Ballot b
24479,1989,1124,Married,20,NO,VERY HAPPY,Libra,Ballot b
24481,1989,1126,Married,21,NO,NOT TOO HAPPY,Gemini,Ballot c
24483,1989,1128,Married,29,NO,VERY HAPPY,Libra,Ballot c
24485,1989,1130,Married,22,NO,VERY HAPPY,Gemini,Ballot b
24486,1989,1131,Married,17,NO,VERY HAPPY,Virgo,Ballot c
24488,1989,1133,Married,26,NO,VERY HAPPY,Pisces,Ballot a
24489,1989,1134,Married,21,YES,PRETTY HAPPY,Leo,Ballot c
24490,1989,1135,Married,24,NO,VERY HAPPY,Sagittarius,Ballot a
24492,1989,1137,Married,18,NO,VERY HAPPY,Libra,Ballot b
24493,1989,1138,Married,20,YES,VERY HAPPY,Leo,Ballot c
24495,1989,1140,Married,22,NO,PRETTY HAPPY,Aquarius,Ballot c
24497,1989,1142,Married,20,NO,PRETTY HAPPY,Virgo,Ballot c
24498,1989,1143,Married,28,NO,PRETTY HAPPY,Leo,Ballot a
24500,1989,1145,Married,23,NO,PRETTY HAPPY,Cancer,Ballot b
24503,1989,1148,Married,16,NO,VERY HAPPY,Libra,Ballot c
24506,1989,1151,Married,20,NO,VERY HAPPY,Taurus,Ballot b
24510,1989,1155,Married,23,NO,VERY HAPPY,Aries,Ballot a
24511,1989,1156,Married,18,NO,VERY HAPPY,Cancer,Ballot c
24512,1989,1157,Married,23,NO,VERY HAPPY,Virgo,Ballot c
24513,1989,1158,Married,20,YES,VERY HAPPY,Capricorn,Ballot b
24514,1989,1159,Married,18,YES,VERY HAPPY,Gemini,Ballot b
24515,1989,1160,Married,22,NO,VERY HAPPY,Pisces,Ballot c
24518,1989,1163,Married,19,NO,VERY HAPPY,Libra,Ballot a
24519,1989,1164,Married,16,YES,VERY HAPPY,Cancer,Ballot b
24520,1989,1165,Married,23,NO,VERY HAPPY,Taurus,Ballot c
24522,1989,1167,Married,19,NO,PRETTY HAPPY,Gemini,Ballot c
24523,1989,1168,Married,21,NO,VERY HAPPY,Aries,Ballot b
24524,1989,1169,Married,28,NO,VERY HAPPY,Aquarius,Ballot c
24526,1989,1171,Married,20,NO,PRETTY HAPPY,Cancer,Ballot b
24527,1989,1172,Married,19,NO,PRETTY HAPPY,Taurus,Ballot a
24529,1989,1174,Married,16,YES,VERY HAPPY,Taurus,Ballot c
24530,1989,1175,Married,18,YES,VERY HAPPY,Aries,Ballot a
24531,1989,1176,Married,23,NO,PRETTY HAPPY,Pisces,Ballot c
24533,1989,1178,Married,22,NO,VERY HAPPY,Aquarius,Ballot c
24534,1989,1179,Married,17,NO,VERY HAPPY,Gemini,Ballot a
24536,1989,1181,Married,21,NO,VERY HAPPY,Leo,Ballot a
24537,1989,1182,Married,22,NO,VERY HAPPY,Gemini,Ballot b
24538,1989,1183,Married,17,YES,PRETTY HAPPY,Gemini,Ballot b
24539,1989,1184,Married,22,NO,VERY HAPPY,Aquarius,Ballot a
24540,1989,1185,Married,17,NO,PRETTY HAPPY,Cancer,Ballot c
24541,1989,1186,Married,21,NO,NOT TOO HAPPY,Libra,Ballot b
24542,1989,1187,Married,18,NO,PRETTY HAPPY,Virgo,Ballot a
24544,1989,1189,Married,16,NO,VERY HAPPY,Leo,Ballot a
24545,1989,1190,Married,20,NO,PRETTY HAPPY,Virgo,Ballot b
24546,1989,1191,Married,21,NO,VERY HAPPY,Aries,Ballot c
24547,1989,1192,Married,24,NO,VERY HAPPY,Sagittarius,Ballot c
24548,1989,1193,Married,23,NO,VERY HAPPY,Aquarius,Ballot c
24549,1989,1194,Married,25,NO,VERY HAPPY,Virgo,Ballot c
24551,1989,1196,Married,27,NO,VERY HAPPY,Leo,Ballot a
24554,1989,1199,Married,20,NO,VERY HAPPY,Libra,Ballot b
24555,1989,1200,Married,24,NO,PRETTY HAPPY,Sagittarius,Ballot a
24556,1989,1201,Married,24,NO,PRETTY HAPPY,Aries,Ballot b
24561,1989,1206,Married,25,NO,PRETTY HAPPY,Cancer,Ballot b
24566,1989,1211,Married,19,NO,VERY HAPPY,Aquarius,Ballot b
24567,1989,1212,Married,29,NO,VERY HAPPY,Scorpio,Ballot c
24568,1989,1213,Married,28,NO,PRETTY HAPPY,Cancer,Ballot a
24569,1989,1214,Married,28,NO,PRETTY HAPPY,Gemini,Ballot b
24571,1989,1216,Married,19,NO,VERY HAPPY,Aquarius,Ballot c
24572,1989,1217,Married,24,NO,VERY HAPPY,Libra,Ballot b
24573,1989,1218,Married,44,NO,VERY HAPPY,Libra,Ballot a
24574,1989,1219,Married,30,NO,PRETTY HAPPY,Leo,Ballot a
24575,1989,1220,Married,21,NO,PRETTY HAPPY,Leo,Ballot a
24577,1989,1222,Married,28,NO,PRETTY HAPPY,Virgo,Ballot c
24579,1989,1224,Married,19,YES,VERY HAPPY,Cancer,Ballot b
24580,1989,1225,Married,19,NO,VERY HAPPY,Scorpio,Ballot a
24582,1989,1227,Married,32,NO,VERY HAPPY,Aquarius,Ballot c
24584,1989,1229,Married,22,NO,VERY HAPPY,Aquarius,Ballot c
24585,1989,1230,Married,19,NO,VERY HAPPY,Libra,Ballot b
24586,1989,1231,Married,21,NO,PRETTY HAPPY,Aquarius,Ballot a
24588,1989,1233,Married,18,NO,PRETTY HAPPY,Sagittarius,Ballot c
24592,1989,1237,Married,22,NO,PRETTY HAPPY,Libra,Ballot c
24593,1989,1238,Married,20,NO,VERY HAPPY,Capricorn,Ballot c
24594,1989,1239,Married,19,NO,PRETTY HAPPY,Gemini,Ballot c
24598,1989,1243,Married,23,YES,PRETTY HAPPY,Leo,Ballot c
24600,1989,1245,Married,19,NO,VERY HAPPY,Aquarius,Ballot c
24601,1989,1246,Married,27,NO,VERY HAPPY,Leo,Ballot a
24602,1989,1247,Married,18,NO,PRETTY HAPPY,Taurus,Ballot c
24603,1989,1248,Married,20,NO,VERY HAPPY,Gemini,Ballot a
24604,1989,1249,Married,19,NO,VERY HAPPY,Scorpio,Ballot b
24605,1989,1250,Married,20,NO,PRETTY HAPPY,Leo,Ballot b
24607,1989,1252,Married,27,NO,VERY HAPPY,Aries,Ballot c
24608,1989,1253,Married,21,NO,VERY HAPPY,Cancer,Ballot b
24610,1989,1255,Married,22,NO,VERY HAPPY,Aquarius,Ballot a
24611,1989,1256,Married,24,NO,PRETTY HAPPY,Taurus,Ballot c
24614,1989,1259,Married,18,NO,PRETTY HAPPY,Aquarius,Ballot b
24615,1989,1260,Married,27,NO,PRETTY HAPPY,Virgo,Ballot c
24618,1989,1263,Married,22,NO,VERY HAPPY,Virgo,Ballot a
24619,1989,1264,Married,22,NO,PRETTY HAPPY,Pisces,Ballot c
24620,1989,1265,Married,17,NO,VERY HAPPY,Taurus,Ballot a
24621,1989,1266,Married,18,YES,PRETTY HAPPY,Sagittarius,Ballot b
24622,1989,1267,Married,19,NO,VERY HAPPY,Virgo,Ballot c
24624,1989,1269,Married,17,YES,VERY HAPPY,Virgo,Ballot b
24625,1989,1270,Married,20,NO,VERY HAPPY,Aquarius,Ballot a
24632,1989,1277,Married,30,NO,PRETTY HAPPY,Aquarius,Ballot b
24633,1989,1278,Married,20,NO,PRETTY HAPPY,Cancer,Ballot b
24634,1989,1279,Married,22,NO,PRETTY HAPPY,Cancer,Ballot c
24635,1989,1280,Married,30,NO,VERY HAPPY,Capricorn,Ballot a
24636,1989,1281,Married,19,NO,VERY HAPPY,Sagittarius,Ballot c
24637,1989,1282,Married,20,NO,VERY HAPPY,Leo,Ballot b
24639,1989,1284,Married,18,NO,VERY HAPPY,Aries,Ballot b
24642,1989,1287,Married,17,YES,VERY HAPPY,Pisces,Ballot a
24643,1989,1288,Married,17,NO,VERY HAPPY,Libra,Ballot b
24644,1989,1289,Married,18,NO,PRETTY HAPPY,Gemini,Ballot c
24645,1989,1290,Married,21,NO,VERY HAPPY,Scorpio,Ballot a
24646,1989,1291,Married,17,NO,VERY HAPPY,Cancer,Ballot a
24647,1989,1292,Married,19,NO,VERY HAPPY,Aquarius,Ballot c
24648,1989,1293,Married,19,NO,VERY HAPPY,Taurus,Ballot b
24650,1989,1295,Married,21,NO,VERY HAPPY,Virgo,Ballot b
24653,1989,1298,Married,19,YES,PRETTY HAPPY,Virgo,Ballot a
24655,1989,1300,Married,23,NO,VERY HAPPY,Virgo,Ballot a
24656,1989,1301,Married,20,YES,PRETTY HAPPY,Pisces,Ballot a
24657,1989,1302,Married,38,NO,VERY HAPPY,Leo,Ballot b
24662,1989,1307,Married,31,NO,PRETTY HAPPY,Capricorn,Ballot b
24664,1989,1309,Married,24,NO,VERY HAPPY,Sagittarius,Ballot c
24665,1989,1310,Married,25,NO,VERY HAPPY,Libra,Ballot b
24668,1989,1313,Married,23,NO,VERY HAPPY,Taurus,Ballot c
24671,1989,1316,Married,22,NO,PRETTY HAPPY,Scorpio,Ballot b
24673,1989,1318,Married,19,NO,VERY HAPPY,Aries,Ballot b
24674,1989,1319,Married,25,NO,PRETTY HAPPY,Gemini,Ballot c
24675,1989,1320,Married,31,NO,VERY HAPPY,Capricorn,Ballot c
24676,1989,1321,Married,21,NO,PRETTY HAPPY,Virgo,Ballot a
24677,1989,1322,Married,21,YES,PRETTY HAPPY,Aries,Ballot a
24678,1989,1323,Married,19,NO,PRETTY HAPPY,Sagittarius,Ballot a
24681,1989,1326,Married,25,NO,NOT TOO HAPPY,Virgo,Ballot b
24683,1989,1328,Married,23,YES,PRETTY HAPPY,Aquarius,Ballot a
24684,1989,1329,Married,24,NO,PRETTY HAPPY,Scorpio,Ballot a
24685,1989,1330,Married,16,NO,PRETTY HAPPY,Sagittarius,Ballot b
24686,1989,1331,Married,19,NO,VERY HAPPY,Pisces,Ballot c
24687,1989,1332,Married,19,YES,VERY HAPPY,Libra,Ballot c
24688,1989,1333,Married,17,YES,VERY HAPPY,Leo,Ballot c
24690,1989,1335,Married,19,NO,VERY HAPPY,Capricorn,Ballot a
24691,1989,1336,Married,21,YES,VERY HAPPY,Leo,Ballot b
24693,1989,1338,Married,21,NO,PRETTY HAPPY,Virgo,Ballot b
24695,1989,1340,Married,31,NO,VERY HAPPY,Taurus,Ballot a
24696,1989,1341,Married,21,NO,VERY HAPPY,Aquarius,Ballot b
24700,1989,1345,Married,18,NO,VERY HAPPY,Aquarius,Ballot c
24702,1989,1347,Married,31,NO,VERY HAPPY,Sagittarius,Ballot b
24703,1989,1348,Married,28,NO,PRETTY HAPPY,Taurus,Ballot b
24704,1989,1349,Married,26,YES,VERY HAPPY,Aries,Ballot c
24706,1989,1351,Married,27,NO,VERY HAPPY,Sagittarius,Ballot a
24707,1989,1352,Married,17,NO,VERY HAPPY,Aries,Ballot c
24708,1989,1353,Married,22,NO,VERY HAPPY,Pisces,Ballot a
24709,1989,1354,Married,22,YES,VERY HAPPY,Aquarius,Ballot a
24710,1989,1355,Married,24,NO,VERY HAPPY,Virgo,Ballot b
24712,1989,1357,Married,25,YES,VERY HAPPY,Pisces,Ballot c
24713,1989,1358,Married,19,NO,VERY HAPPY,Aries,Ballot a
24714,1989,1359,Married,23,NO,PRETTY HAPPY,Virgo,Ballot a
24715,1989,1360,Married,17,YES,VERY HAPPY,Aquarius,Ballot a
24716,1989,1361,Married,16,YES,VERY HAPPY,Aries,Ballot b
24717,1989,1362,Married,15,YES,PRETTY HAPPY,Sagittarius,Ballot b
24718,1989,1363,Married,32,YES,VERY HAPPY,Aquarius,Ballot b
24719,1989,1364,Married,17,YES,VERY HAPPY,Aries,Ballot c
24722,1989,1367,Married,19,YES,VERY HAPPY,Gemini,Ballot c
24723,1989,1368,Married,22,NO,VERY HAPPY,Aries,Ballot c
24724,1989,1369,Married,22,NO,PRETTY HAPPY,Gemini,Ballot a
24725,1989,1370,Married,23,NO,VERY HAPPY,Scorpio,Ballot a
24726,1989,1371,Married,38,NO,VERY HAPPY,Taurus,Ballot a
24728,1989,1373,Married,25,NO,VERY HAPPY,Gemini,Ballot a
24729,1989,1374,Married,19,YES,PRETTY HAPPY,Sagittarius,Ballot c
24732,1989,1377,Married,19,NO,VERY HAPPY,Scorpio,Ballot b
24734,1989,1379,Married,15,NO,VERY HAPPY,Gemini,Ballot b
24735,1989,1380,Married,27,NO,VERY HAPPY,Aquarius,Ballot b
24736,1989,1381,Married,25,NO,VERY HAPPY,Virgo,Ballot a
24737,1989,1382,Married,18,NO,PRETTY HAPPY,Virgo,Ballot c
24738,1989,1383,Married,18,NO,VERY HAPPY,Aquarius,Ballot c
24739,1989,1384,Married,20,NO,VERY HAPPY,Aquarius,Ballot b
24740,1989,1385,Married,22,NO,PRETTY HAPPY,Libra,Ballot a
24741,1989,1386,Married,20,YES,VERY HAPPY,Gemini,Ballot c
24743,1989,1388,Married,17,YES,PRETTY HAPPY,Gemini,Ballot a
24744,1989,1389,Married,19,NO,VERY HAPPY,Sagittarius,Ballot b
24752,1989,1397,Married,21,YES,NOT TOO HAPPY,Gemini,Ballot a
24756,1989,1401,Married,23,NO,NOT TOO HAPPY,Sagittarius,Ballot b
24757,1989,1402,Married,14,NO,PRETTY HAPPY,Leo,Ballot a
24758,1989,1403,Married,21,YES,PRETTY HAPPY,Leo,Ballot b
24759,1989,1404,Married,19,NO,PRETTY HAPPY,Cancer,Ballot a
24760,1989,1405,Married,17,YES,VERY HAPPY,Aries,Ballot c
24761,1989,1406,Married,21,NO,VERY HAPPY,Scorpio,Ballot b
24762,1989,1407,Married,16,YES,VERY HAPPY,Libra,Ballot b
24764,1989,1409,Married,18,YES,VERY HAPPY,Sagittarius,Ballot c
24766,1989,1411,Married,21,YES,VERY HAPPY,Pisces,Ballot c
24768,1989,1413,Married,19,NO,VERY HAPPY,Pisces,Ballot b
24770,1989,1415,Married,18,YES,VERY HAPPY,Scorpio,Ballot a
24774,1989,1419,Married,17,YES,PRETTY HAPPY,Virgo,Ballot c
24775,1989,1420,Married,26,NO,PRETTY HAPPY,Libra,Ballot a
24777,1989,1422,Married,17,NO,VERY HAPPY,Gemini,Ballot b
24785,1989,1430,Married,21,NO,VERY HAPPY,Gemini,Ballot a
24786,1989,1431,Married,23,NO,VERY HAPPY,Capricorn,Ballot c
24787,1989,1432,Married,18,YES,PRETTY HAPPY,Sagittarius,Ballot c
24789,1989,1434,Married,31,NO,PRETTY HAPPY,Scorpio,Ballot a
24790,1989,1435,Married,23,NO,VERY HAPPY,Capricorn,Ballot a
24800,1989,1445,Married,20,NO,VERY HAPPY,Taurus,Ballot c
24801,1989,1446,Married,27,NO,VERY HAPPY,Cancer,Ballot b
24802,1989,1447,Married,18,NO,PRETTY HAPPY,Taurus,Ballot a
24803,1989,1448,Married,24,NO,VERY HAPPY,Gemini,Ballot a
24804,1989,1449,Married,23,NO,VERY HAPPY,Capricorn,Ballot c
24806,1989,1451,Married,19,NO,VERY HAPPY,Scorpio,Ballot b
24810,1989,1455,Married,20,NO,VERY HAPPY,Libra,Ballot c
24811,1989,1456,Married,18,NO,PRETTY HAPPY,Aries,Ballot a
24812,1989,1457,Married,18,NO,VERY HAPPY,Pisces,Ballot c
24818,1989,1463,Married,16,YES,VERY HAPPY,Sagittarius,Ballot c
24819,1989,1464,Married,16,NO,PRETTY HAPPY,Gemini,Ballot c
24823,1989,1468,Married,18,YES,PRETTY HAPPY,Cancer,Ballot b
24824,1989,1469,Married,23,NO,VERY HAPPY,Leo,Ballot a
24825,1989,1470,Married,16,NO,VERY HAPPY,Capricorn,Ballot b
24826,1989,1471,Married,21,NO,PRETTY HAPPY,Capricorn,Ballot c
24827,1989,1472,Married,20,NO,PRETTY HAPPY,Libra,Ballot c
24829,1989,1474,Married,22,NO,PRETTY HAPPY,Leo,Ballot b
24830,1989,1475,Married,30,NO,PRETTY HAPPY,Aquarius,Ballot b
24831,1989,1476,Married,17,NO,VERY HAPPY,Virgo,Ballot a
24833,1989,1478,Married,20,NO,PRETTY HAPPY,Pisces,Ballot a
24834,1989,1479,Married,26,NO,PRETTY HAPPY,Cancer,Ballot a
24835,1989,1480,Married,14,YES,PRETTY HAPPY,Taurus,Ballot c
24836,1989,1481,Married,20,NO,PRETTY HAPPY,Pisces,Ballot a
24837,1989,1482,Married,21,NO,VERY HAPPY,Capricorn,Ballot c
24838,1989,1483,Married,19,NO,NOT TOO HAPPY,Pisces,Ballot c
24839,1989,1484,Married,27,NO,VERY HAPPY,Pisces,Ballot a
24841,1989,1486,Married,20,NO,VERY HAPPY,Taurus,Ballot b
24843,1989,1488,Married,19,NO,VERY HAPPY,Taurus,Ballot b
24844,1989,1489,Married,29,YES,VERY HAPPY,Gemini,Ballot c
24846,1989,1491,Married,29,NO,VERY HAPPY,Capricorn,Ballot c
24850,1989,1495,Married,19,NO,VERY HAPPY,Cancer,Ballot b
24851,1989,1496,Married,18,YES,VERY HAPPY,Aquarius,Ballot a
24852,1989,1497,Married,26,NO,PRETTY HAPPY,Cancer,Ballot c
24853,1989,1498,Married,22,YES,VERY HAPPY,Gemini,Ballot b
24855,1989,1500,Married,25,NO,VERY HAPPY,Capricorn,Ballot b
24859,1989,1504,Married,22,NO,PRETTY HAPPY,Libra,Ballot b
24860,1989,1505,Married,20,NO,VERY HAPPY,Capricorn,Ballot a
24861,1989,1506,Married,22,NO,PRETTY HAPPY,Sagittarius,Ballot c
24862,1989,1507,Married,27,NO,PRETTY HAPPY,Libra,Ballot a
24865,1989,1510,Married,19,NO,PRETTY HAPPY,Gemini,Ballot a
24868,1989,1513,Married,19,NO,VERY HAPPY,Leo,Ballot b
24869,1989,1514,Married,24,NO,PRETTY HAPPY,Cancer,Ballot a
24870,1989,1515,Married,20,YES,VERY HAPPY,Cancer,Ballot b
24873,1989,1518,Married,26,NO,VERY HAPPY,Scorpio,Ballot c
24874,1989,1519,Married,32,NO,VERY HAPPY,Gemini,Ballot a
24876,1989,1521,Married,21,NO,PRETTY HAPPY,Aries,Ballot a
24878,1989,1523,Married,21,NO,VERY HAPPY,Cancer,Ballot b
24880,1989,1525,Married,19,NO,PRETTY HAPPY,Aquarius,Ballot b
24881,1989,1526,Married,19,NO,PRETTY HAPPY,Scorpio,Ballot b
24883,1989,1528,Married,29,NO,VERY HAPPY,Scorpio,Ballot c
24886,1989,1531,Married,20,NO,PRETTY HAPPY,Libra,Ballot b
24887,1989,1532,Married,17,YES,PRETTY HAPPY,Libra,Ballot c
24891,1989,1536,Married,24,NO,VERY HAPPY,Taurus,Ballot c
24892,1989,1537,Married,18,NO,VERY HAPPY,Taurus,Ballot a
24900,1990,8,Married,30,NO,VERY HAPPY,Libra,Ballot a
24901,1990,9,Married,20,NO,PRETTY HAPPY,Gemini,Ballot a
24904,1990,12,Married,25,NO,PRETTY HAPPY,Leo,Ballot c
24907,1990,15,Married,28,NO,VERY HAPPY,Aries,Ballot a
24911,1990,19,Married,19,NO,PRETTY HAPPY,Scorpio,Ballot a
24912,1990,20,Married,21,NO,NOT TOO HAPPY,Taurus,Ballot c
24921,1990,29,Married,28,NO,PRETTY HAPPY,Aquarius,Ballot c
24922,1990,30,Married,27,NO,VERY HAPPY,Leo,Ballot c
24925,1990,33,Married,29,NO,VERY HAPPY,Sagittarius,Ballot c
24931,1990,39,Married,31,NO,VERY HAPPY,Aries,Ballot a
24932,1990,40,Married,33,NO,VERY HAPPY,Leo,Ballot c
24933,1990,41,Married,22,NO,VERY HAPPY,Aquarius,Ballot a
24935,1990,43,Married,30,NO,PRETTY HAPPY,Virgo,Ballot a
24936,1990,44,Married,24,NO,VERY HAPPY,Capricorn,Ballot b
24937,1990,45,Married,42,NO,VERY HAPPY,Taurus,Ballot c
24938,1990,46,Married,27,NO,VERY HAPPY,Libra,Ballot a
24939,1990,47,Married,19,NO,VERY HAPPY,Sagittarius,Ballot a
24941,1990,49,Married,16,NO,VERY HAPPY,Libra,Ballot a
24944,1990,52,Married,21,YES,VERY HAPPY,Virgo,Ballot b
24945,1990,53,Married,20,NO,VERY HAPPY,Sagittarius,Ballot c
24949,1990,57,Married,24,NO,NOT TOO HAPPY,Scorpio,Ballot a
24950,1990,58,Married,23,NO,VERY HAPPY,Sagittarius,Ballot a
24953,1990,61,Married,28,NO,VERY HAPPY,Leo,Ballot c
24956,1990,64,Married,25,NO,PRETTY HAPPY,Libra,Ballot b
24957,1990,65,Married,25,NO,VERY HAPPY,Sagittarius,Ballot b
24958,1990,66,Married,22,NO,NOT TOO HAPPY,Gemini,Ballot a
24959,1990,67,Married,20,NO,PRETTY HAPPY,Capricorn,Ballot a
24960,1990,68,Married,19,YES,PRETTY HAPPY,Scorpio,Ballot b
24961,1990,69,Married,23,YES,PRETTY HAPPY,Scorpio,Ballot b
24966,1990,74,Married,19,YES,VERY HAPPY,Aries,Ballot a
24969,1990,77,Married,27,NO,VERY HAPPY,Taurus,Ballot a
24973,1990,81,Married,24,NO,PRETTY HAPPY,Cancer,Ballot a
24974,1990,82,Married,26,YES,PRETTY HAPPY,Sagittarius,Ballot c
24979,1990,87,Married,22,YES,PRETTY HAPPY,Taurus,Ballot b
24981,1990,89,Married,25,NO,VERY HAPPY,Aries,Ballot a
24985,1990,93,Married,25,NO,VERY HAPPY,Pisces,Ballot a
24986,1990,94,Married,23,NO,PRETTY HAPPY,Virgo,Ballot a
24987,1990,95,Married,26,NO,VERY HAPPY,Leo,Ballot c
24988,1990,96,Married,57,NO,VERY HAPPY,Sagittarius,Ballot c
24994,1990,102,Married,29,NO,PRETTY HAPPY,Pisces,Ballot b
24996,1990,104,Married,22,NO,PRETTY HAPPY,Aries,Ballot a
24997,1990,105,Married,27,NO,VERY HAPPY,Aquarius,Ballot c
24998,1990,106,Married,27,NO,VERY HAPPY,Cancer,Ballot c
24999,1990,107,Married,27,NO,VERY HAPPY,Leo,Ballot a
